variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
2090,sorbet-reg-xp-deep-orange,flower,8,February,March,April,May,April,June,,
2090,sorbet-reg-xp-deep-orange,flower,9,January,February,March,April,March,May,,
2090,sorbet-reg-xp-deep-orange,flower,10,January,January,February,March,February,April,,
2090,sorbet-reg-xp-deep-orange,flower,11,January,January,January,February,January,March,,
2090,sorbet-reg-xp-deep-orange,flower,12,January,January,January,February,January,March,,
2090,sorbet-reg-xp-deep-orange,flower,13,January,January,January,February,January,March,,
2091,sorbet-reg-xp-delft-blue,flower,1,May,June,July,August,July,September,,
2091,sorbet-reg-xp-delft-blue,flower,2,April,May,June,July,June,August,,
2091,sorbet-reg-xp-delft-blue,flower,3,April,May,June,July,June,August,,
2091,sorbet-reg-xp-delft-blue,flower,4,March,April,June,June,June,July,,
2091,sorbet-reg-xp-delft-blue,flower,5,March,April,May,June,May,July,,
2091,sorbet-reg-xp-delft-blue,flower,6,March,April,May,June,May,July,,
2091,sorbet-reg-xp-delft-blue,flower,7,February,March,April,May,April,June,,
2091,sorbet-reg-xp-delft-blue,flower,8,February,March,April,May,April,June,,
2091,sorbet-reg-xp-delft-blue,flower,9,January,February,March,April,March,May,,
2091,sorbet-reg-xp-delft-blue,flower,10,January,January,February,March,February,April,,
2091,sorbet-reg-xp-delft-blue,flower,11,January,January,January,February,January,March,,
2091,sorbet-reg-xp-delft-blue,flower,12,January,January,January,February,January,March,,
2091,sorbet-reg-xp-delft-blue,flower,13,January,January,January,February,January,March,,
2092,sorbet-reg-xp-raspberry,flower,1,May,June,July,August,July,September,,
2092,sorbet-reg-xp-raspberry,flower,2,April,May,June,July,June,August,,
2092,sorbet-reg-xp-raspberry,flower,3,April,May,June,July,June,August,,
2092,sorbet-reg-xp-raspberry,flower,4,March,April,June,June,June,July,,
2092,sorbet-reg-xp-raspberry,flower,5,March,April,May,June,May,July,,
2092,sorbet-reg-xp-raspberry,flower,6,March,April,May,June,May,July,,
2092,sorbet-reg-xp-raspberry,flower,7,February,March,April,May,April,June,,
2092,sorbet-reg-xp-raspberry,flower,8,February,March,April,May,April,June,,
2092,sorbet-reg-xp-raspberry,flower,9,January,February,March,April,March,May,,
2092,sorbet-reg-xp-raspberry,flower,10,January,January,February,March,February,April,,
2092,sorbet-reg-xp-raspberry,flower,11,January,January,January,February,January,March,,
2092,sorbet-reg-xp-raspberry,flower,12,January,January,January,February,January,March,,
2092,sorbet-reg-xp-raspberry,flower,13,January,January,January,February,January,March,,
2093,guardian-blue,flower,1,May,June,July,August,July,September,,
2093,guardian-blue,flower,2,April,May,June,July,June,August,,
2093,guardian-blue,flower,3,April,May,June,July,June,August,,
2093,guardian-blue,flower,4,March,April,June,June,June,July,,
2093,guardian-blue,flower,5,March,April,May,June,May,July,,
2093,guardian-blue,flower,6,March,April,May,June,May,July,,
2093,guardian-blue,flower,7,February,March,April,May,April,June,,
2093,guardian-blue,flower,8,February,March,April,May,April,June,,
2093,guardian-blue,flower,9,January,February,March,April,March,May,,
2093,guardian-blue,flower,10,January,January,February,March,February,April,,
2093,guardian-blue,flower,11,January,January,January,February,January,March,,
2093,guardian-blue,flower,12,January,January,January,February,January,March,,
2093,guardian-blue,flower,13,January,January,January,February,January,March,,
2094,penny-trade-marina,flower,1,May,June,July,August,July,September,,
2094,penny-trade-marina,flower,2,April,May,June,July,June,August,,
2094,penny-trade-marina,flower,3,April,May,June,July,June,August,,
2094,penny-trade-marina,flower,4,March,April,June,June,June,July,,
2094,penny-trade-marina,flower,5,March,April,May,June,May,July,,
2094,penny-trade-marina,flower,6,March,April,May,June,May,July,,
2094,penny-trade-marina,flower,7,February,March,April,May,April,June,,
2094,penny-trade-marina,flower,8,February,March,April,May,April,June,,
2094,penny-trade-marina,flower,9,January,February,March,April,March,May,,
2094,penny-trade-marina,flower,10,January,January,February,March,February,April,,
2094,penny-trade-marina,flower,11,January,January,January,February,January,March,,
2094,penny-trade-marina,flower,12,January,January,January,February,January,March,,
2094,penny-trade-marina,flower,13,January,January,January,February,January,March,,
2095,penny-trade-peach-jump-up,flower,1,May,June,July,August,July,September,,
2095,penny-trade-peach-jump-up,flower,2,April,May,June,July,June,August,,
2095,penny-trade-peach-jump-up,flower,3,April,May,June,July,June,August,,
2095,penny-trade-peach-jump-up,flower,4,March,April,June,June,June,July,,
2095,penny-trade-peach-jump-up,flower,5,March,April,May,June,May,July,,
2095,penny-trade-peach-jump-up,flower,6,March,April,May,June,May,July,,
2095,penny-trade-peach-jump-up,flower,7,February,March,April,May,April,June,,
2095,penny-trade-peach-jump-up,flower,8,February,March,April,May,April,June,,
2095,penny-trade-peach-jump-up,flower,9,January,February,March,April,March,May,,
2095,penny-trade-peach-jump-up,flower,10,January,January,February,March,February,April,,
2095,penny-trade-peach-jump-up,flower,11,January,January,January,February,January,March,,
2095,penny-trade-peach-jump-up,flower,12,January,January,January,February,January,March,,
2095,penny-trade-peach-jump-up,flower,13,January,January,January,February,January,March,,
2096,penny-trade-rose-blotch,flower,1,May,June,July,August,July,September,,
2096,penny-trade-rose-blotch,flower,2,April,May,June,July,June,August,,
2096,penny-trade-rose-blotch,flower,3,April,May,June,July,June,August,,
2096,penny-trade-rose-blotch,flower,4,March,April,June,June,June,July,,
2096,penny-trade-rose-blotch,flower,5,March,April,May,June,May,July,,
2096,penny-trade-rose-blotch,flower,6,March,April,May,June,May,July,,
2096,penny-trade-rose-blotch,flower,7,February,March,April,May,April,June,,
2096,penny-trade-rose-blotch,flower,8,February,March,April,May,April,June,,
2096,penny-trade-rose-blotch,flower,9,January,February,March,April,March,May,,
2096,penny-trade-rose-blotch,flower,10,January,January,February,March,February,April,,
2096,penny-trade-rose-blotch,flower,11,January,January,January,February,January,March,,
2096,penny-trade-rose-blotch,flower,12,January,January,January,February,January,March,,
2096,penny-trade-rose-blotch,flower,13,January,January,January,February,January,March,,
2097,candle-light-blue-shades,flower,1,May,June,July,August,July,September,,
2097,candle-light-blue-shades,flower,2,April,May,June,July,June,August,,
2097,candle-light-blue-shades,flower,3,April,May,June,July,June,August,,
2097,candle-light-blue-shades,flower,4,March,April,June,June,June,July,,
2097,candle-light-blue-shades,flower,5,March,April,May,June,May,July,,
2097,candle-light-blue-shades,flower,6,March,April,May,June,May,July,,
2097,candle-light-blue-shades,flower,7,February,March,April,May,April,June,,
2097,candle-light-blue-shades,flower,8,February,March,April,May,April,June,,
2097,candle-light-blue-shades,flower,9,January,February,March,April,March,May,,
2097,candle-light-blue-shades,flower,10,January,January,February,March,February,April,,
2097,candle-light-blue-shades,flower,11,January,January,January,February,January,March,,
2097,candle-light-blue-shades,flower,12,January,January,January,February,January,March,,
2097,candle-light-blue-shades,flower,13,January,January,January,February,January,March,,
2098,coco-trade-yellow,flower,1,May,June,July,August,July,September,,
2098,coco-trade-yellow,flower,2,April,May,June,July,June,August,,
2098,coco-trade-yellow,flower,3,April,May,June,July,June,August,,
2098,coco-trade-yellow,flower,4,March,April,June,June,June,July,,
2098,coco-trade-yellow,flower,5,March,April,May,June,May,July,,
2098,coco-trade-yellow,flower,6,March,April,May,June,May,July,,
2098,coco-trade-yellow,flower,7,February,March,April,May,April,June,,
2098,coco-trade-yellow,flower,8,February,March,April,May,April,June,,
2098,coco-trade-yellow,flower,9,January,February,March,April,March,May,,
2098,coco-trade-yellow,flower,10,January,January,February,March,February,April,,
2098,coco-trade-yellow,flower,11,January,January,January,February,January,March,,
2098,coco-trade-yellow,flower,12,January,January,January,February,January,March,,
2098,coco-trade-yellow,flower,13,January,January,January,February,January,March,,
2099,azumi-xl-blue,flower,1,May,June,July,August,July,September,,
2099,azumi-xl-blue,flower,2,April,May,June,July,June,August,,
2099,azumi-xl-blue,flower,3,April,May,June,July,June,August,,
2099,azumi-xl-blue,flower,4,March,April,June,June,June,July,,
2099,azumi-xl-blue,flower,5,March,April,May,June,May,July,,
2099,azumi-xl-blue,flower,6,March,April,May,June,May,July,,
2099,azumi-xl-blue,flower,7,February,March,April,May,April,June,,
2099,azumi-xl-blue,flower,8,February,March,April,May,April,June,,
2099,azumi-xl-blue,flower,9,January,February,March,April,March,May,,
2099,azumi-xl-blue,flower,10,January,January,February,March,February,April,,
2099,azumi-xl-blue,flower,11,January,January,January,February,January,March,,
2099,azumi-xl-blue,flower,12,January,January,January,February,January,March,,
2099,azumi-xl-blue,flower,13,January,January,January,February,January,March,,
2100,azumi-xl-white,flower,1,May,June,July,August,July,September,,
2100,azumi-xl-white,flower,2,April,May,June,July,June,August,,
2100,azumi-xl-white,flower,3,April,May,June,July,June,August,,
2100,azumi-xl-white,flower,4,March,April,June,June,June,July,,
2100,azumi-xl-white,flower,5,March,April,May,June,May,July,,
2100,azumi-xl-white,flower,6,March,April,May,June,May,July,,
2100,azumi-xl-white,flower,7,February,March,April,May,April,June,,
2100,azumi-xl-white,flower,8,February,March,April,May,April,June,,
2100,azumi-xl-white,flower,9,January,February,March,April,March,May,,
2100,azumi-xl-white,flower,10,January,January,February,March,February,April,,
2100,azumi-xl-white,flower,11,January,January,January,February,January,March,,
2100,azumi-xl-white,flower,12,January,January,January,February,January,March,,
2100,azumi-xl-white,flower,13,January,January,January,February,January,March,,
2101,azumi-xl-red,flower,1,May,June,July,August,July,September,,
2101,azumi-xl-red,flower,2,April,May,June,July,June,August,,
2101,azumi-xl-red,flower,3,April,May,June,July,June,August,,
2101,azumi-xl-red,flower,4,March,April,June,June,June,July,,
2101,azumi-xl-red,flower,5,March,April,May,June,May,July,,
2101,azumi-xl-red,flower,6,March,April,May,June,May,July,,
2101,azumi-xl-red,flower,7,February,March,April,May,April,June,,
2101,azumi-xl-red,flower,8,February,March,April,May,April,June,,
2101,azumi-xl-red,flower,9,January,February,March,April,March,May,,
2101,azumi-xl-red,flower,10,January,January,February,March,February,April,,
2101,azumi-xl-red,flower,11,January,January,January,February,January,March,,
2101,azumi-xl-red,flower,12,January,January,January,February,January,March,,
2101,azumi-xl-red,flower,13,January,January,January,February,January,March,,
2102,double-frappe-apricot-2,flower,1,May,June,July,August,July,September,,
2102,double-frappe-apricot-2,flower,2,April,May,June,July,June,August,,
2102,double-frappe-apricot-2,flower,3,April,May,June,July,June,August,,
2102,double-frappe-apricot-2,flower,4,March,April,June,June,June,July,,
2102,double-frappe-apricot-2,flower,5,March,April,May,June,May,July,,
2102,double-frappe-apricot-2,flower,6,March,April,May,June,May,July,,
2102,double-frappe-apricot-2,flower,7,February,March,April,May,April,June,,
2102,double-frappe-apricot-2,flower,8,February,March,April,May,April,June,,
2102,double-frappe-apricot-2,flower,9,January,February,March,April,March,May,,
2102,double-frappe-apricot-2,flower,10,January,January,February,March,February,April,,
2102,double-frappe-apricot-2,flower,11,January,January,January,February,January,March,,
2102,double-frappe-apricot-2,flower,12,January,January,January,February,January,March,,
2102,double-frappe-apricot-2,flower,13,January,January,January,February,January,March,,
2103,red-baron-plus,lettuce,1,,,,,June,July,June,September
2103,red-baron-plus,lettuce,2,,,,,May,July,June,September
2103,red-baron-plus,lettuce,3,,,,,May,June,May,October
2103,red-baron-plus,lettuce,4,,,,,April,June,May,October
2103,red-baron-plus,lettuce,5,,,,,April,May,May,November
2103,red-baron-plus,lettuce,6,,,,,April,May,April,November
2103,red-baron-plus,lettuce,7,,,,,March,May,April,November
2103,red-baron-plus,lettuce,8,,,,,March,April,March,December
2103,red-baron-plus,lettuce,9,,,,,February,March,February,December
2103,red-baron-plus,lettuce,10,,,,,January,March,February,December
2103,red-baron-plus,lettuce,11,,,,,January,February,January,December
2103,red-baron-plus,lettuce,12,,,,,January,February,January,December
2103,red-baron-plus,lettuce,13,,,,,January,February,January,December
2104,azumi-xl-rose,flower,1,May,June,July,August,July,September,,
2104,azumi-xl-rose,flower,2,April,May,June,July,June,August,,
2104,azumi-xl-rose,flower,3,April,May,June,July,June,August,,
2104,azumi-xl-rose,flower,4,March,April,June,June,June,July,,
2104,azumi-xl-rose,flower,5,March,April,May,June,May,July,,
2104,azumi-xl-rose,flower,6,March,April,May,June,May,July,,
2104,azumi-xl-rose,flower,7,February,March,April,May,April,June,,
2104,azumi-xl-rose,flower,8,February,March,April,May,April,June,,
2104,azumi-xl-rose,flower,9,January,February,March,April,March,May,,
2104,azumi-xl-rose,flower,10,January,January,February,March,February,April,,
2104,azumi-xl-rose,flower,11,January,January,January,February,January,March,,
2104,azumi-xl-rose,flower,12,January,January,January,February,January,March,,
2104,azumi-xl-rose,flower,13,January,January,January,February,January,March,,
2105,sunrich-orange-dmr,flower,1,May,June,July,August,July,September,,
2105,sunrich-orange-dmr,flower,2,April,May,June,July,June,August,,
2105,sunrich-orange-dmr,flower,3,April,May,June,July,June,August,,
2105,sunrich-orange-dmr,flower,4,March,April,June,June,June,July,,
2105,sunrich-orange-dmr,flower,5,March,April,May,June,May,July,,
2105,sunrich-orange-dmr,flower,6,March,April,May,June,May,July,,
